rank_setor,codigo_base,nome,valor_total,quantidade_total
70,923169665,FACA MESA CONTINENTAL,6.98,2
70,916168917,ILUMINADOR SHIMMER,23.98,2
70,949551504,ANEL LISE A0316P,27,2
70,907206326,POTE C/ TAMPA 4 DIVI,22.49,1
70,905753964,ESTOJO P/ ESC DENTE,10.98,2
70,907206385,MINI POTE COM 4 PÇS,10.98,2
70,916914575,LUMINARIA E VENTILADOR,66.99,1
70,914459708,SHINY LIP GLOSS,23.98,2
70,920458388,CACHEPOT CORAÇÃO,28.99,1
70,907256449,CANECA 220ML,166.88,32
70,940927059,"PANELA PRESSAO 4,5L",75.99,1
70,955093795,BOLSA COLOR CAQUI,69.99,1
70,944571210,NUTRY AVELA C/CHO 22G,2.19,1
70,918940257,LAPIS LABIAL S8330,43.15,5
71,899793829,COLHER DE CHÁ,1.99,1
71,936675027,FESTAO 7CMC/ PAPAI NOEL,166.39000000000001,21
71,911935571,LIP GLOSS L3908,68.94,6
71,916069446,"BASE LIQ NATURAL BLEND 3,5ML",41.97,3
71,1039481,"CORTADOR UNHA 7,8 WELLMIX",4.99,1
71,942712125,CARTEIRA FEMININA,74.97,3
71,923523610,MINI GATA NA CASINHA,22.99,1
71,4698756,BOLSA PRETA,28.48,2
71,908091115,POTE PL 4 DIVISORIAS,22.04,1
71,929931312,"MASCARA DESCARTAV 2,99",26.910000000000004,9
71,921454178,KIT ESPJ MAQ FRUTAS 3P,64.84,6
71,946794190,NUTRY BANANA/MEL 24G,10.84,5
72,911982673,COL S.TRUCK CAC VER,25.99,1
72,911982676,COL S.TRUCK CAC BARCOS,25.99,1
72,920241523,ESPJ DE MAQUIAGEM NO ESTJ,38.35,5
72,908629680,FORMA PAO 03 POLIDO,161.6,10
72,955093740,ARAME DE NATAL,1.98,2
72,920053817,CAPA P/COLCHAO MONACO,67.94,1
72,908091150,CANECA INFANTIL,9.99,1
72,924078092,PULVERIZADOR FLOR 700ML,21.96,4
72,907206311,ESPELHO,27.98,2
72,926828917,MOCHILA STICH / ANGEL,64.49,1
72,908091115,POTE PL 4 DIVISORIAS,25.99,1
72,909222908,POTE COM TAMPA G,21.59,1
72,955093749,GUARDA CHUVA AZUL,71.96,4
72,944571210,NUTRY AVELA C/CHO 22G,4.98,2
73,938855717,PULSE LISE PL138B,25,1
73,947103802,COLAR E BRINCO CJI023,25,1
73,916914632,POWERBANK 10000MAH,63.99,1
73,898740711,ARQUIVO FACIL - PRETO,20.97,3
73,916914627,APARADOR DE CABELO KEMEI,63.99,1
73,943394004,PORTA PAPEL T MESA,27.97,3
73,916288658,ESCOVA C/ PÁ PLASTCO,20.97,3
73,908091127,TIGELA PLAST. 15CM,71.82,18
73,1011492,UNHAS POSTICA KISS,20.880000000000003,2
73,908091138,CANECA INFANTIL,9.98,2
73,920241504,ESPJ DE DEDO P/ MAQ.,3.98,2
73,908091138,CANECA INFANTIL,67.52000000000001,13
73,928486183,PILHA RECARREG AA SP-1815,159.9,10
73,926769544,LIXA POLIDORA DE UNHAS,37.07,13
74,923523598,BABY DRAGOES,69.99,1
74,947859703,"TOALHA BANHO 70X1,40",19.99,1
74,916441668,GLOSS BELLA ANGEL,65.97,3
74,935697491,FESTAO VERDE,8.99,1
74,909996071,BODY SPLASH LOVELY KIWI 200ML,19.99,1
74,947859745,PIRANHA DE CABELO,24.950000000000003,5
74,936675031,FESTAO 7CM METALIZADO,36.75,5
74,928181208,"ESPONJA MAQUIAGEM 5,99",158.73000000000002,27
74,926840526,SUPORTE DE TABLET,63.98,2
74,776867062,PERFUME STITCH PF59,19.99,1
74,944226970,JOGO DE TALHER 17 PEÇAS,19.99,1
74,908091138,CANECA INFANTIL,27.44,6
74,56892371,BOLSA DE TECIDO,19.99,1
75,2923943,PINCA MACRILAN P FINA,19.98,2
75,951302746,DISPENSER TRAVA MAIS,157.4,5
75,922933348,CANECA 120 ML,69.93,7
75,2396243,LAPIS DELINEADOR,7.99,1
75,907206380,MINI POTE RET C/ 6 PÇS,7.99,1
75,908090915,ESMALTE IMPALA,62.910000000000004,9
75,936675004,CORDAO 100 LEDS VERDE,36.08,2
75,10125035,BOLSA,26.99,1
75,916441892,COLAR PRATA,69.93,7
75,911126277,JG MEMORIA  ANIMAIS,64.47,3
75,948570370,BRINCO LISE IM174P,24,1
75,924580044,PAR DE LUVAS M,19.98,2
75,908091150,CANECA INFANTIL,19.98,2
76,911935587,PALETA SOMB STITCH,63.96,4
76,918940207,PALETA SOMBRAS FIRST CHOICE,63.96,4
76,938855766,TIARA COROA ROXA,23.98,2
76,907206397,TIGELA COM TAMPA,157.26,24
76,916288658,ESCOVA C/ PÁ PLASTCO,6.99,1
76,954703906,PRESILHAS LACO PÉROLAS,18.99,1
76,942103369,CANECA CRISTAL 250ML,26.95,5
76,926840436,CABO USB IOS 1METRO,60.760000000000005,4
76,936675001,CORDAO 100 LEDS FIXA,18.99,1
76,920241608,CABO CARREG T-C - T-C EZ-W86,35.98,2
76,898740711,ARQUIVO FACIL - PRETO,69.9,10
76,905753964,ESTOJO P/ ESC DENTE,16.47,3
77,924078120,SABONETEIRA FLOR 550ML,15.96,4
77,954703789,MONTAGEM LACO,26.939999999999998,6
77,938829130,FESTAO 7CM LUXO,23.97,3
77,776867129,P. HIG MAX PURE FD 12R,156.51,9
77,920123799,MINI CHOCO BAUDU 80GR,60.72,8
77,907218980,CARRINHO DE BRINQUEDO,68.97,3
77,920241486,PINCEL KABUKI P/ MAKEUP,35.96,4
77,936156927,CILIO NEW SHOW SEDA,18.98,2
77,920123802,MINI PANETTO BAUDUCCO,62.32,8
77,2281249,CANETA PAPERMATE KILO,3.98,2
78,909062911,ELASTICO DE CABELO,14.97,3
78,905753964,ESTOJO P/ ESC DENTE,26.35,5
78,916069502,CREAMY BLUSH 5G,34.18,2
78,914970053,PIRANHA DE CABELO,23.94,6
78,56892371,BOLSA DE TECIDO,155.92,8
78,921454236,PULSEIRA MIÇANGAS INF,18.96,4
78,907256449,CANECA 220ML,18.96,4
78,916190640,PIST COLA QUENTE 40W,60.78,2
78,916136133,LIP GLOSS PHALLEHONEY,66.43,7
78,927120419,FANT PRINC FROZEN,59.99,1
79,908091138,CANECA INFANTIL,18.46,4
79,899559322,KIT XUXINHA,23.88,12
79,937723584,CP DESC 50ML TOTAL PLAS,153.7,30
79,911982664,TARTARUGA MARUJO,24.99,1
79,941955467,KIT XUXINHAS 24PCS,33.43,7
79,56892371,BOLSA DE TECIDO,59.97,3
79,926840500,MOUSE 1200DPI,59.95,5
79,927899581,"LAPISEIRA BOLD 0,7M",14.950000000000001,5
79,923523613,JURASSIC MINI REX,65.98,2
79,935697479,FITA ARAMADA AR NATAL,24.99,1
80,942712002,MASCARA DE DORMIR,15.920000000000002,3
80,911935576,LIP GLOSS L5573,59.95,5
80,917049068,LIP GLOSS L5572,59.95,5
80,907218978,MOTO BRINQUEDO,23.99,1
80,943314936,FONE TIPO C GOLD,57.98,2
80,908629683,FORMA PAO 02 POLIDO,151.8,10
80,926769452,KIT EXTRATORES DE CRAVOS 2PCS,32.67,6
80,916288760,BLUSH E ILUMINADOR,13.99,1
80,938855773,TIARA LAÇO AZUL,22.99,1
80,923523607,MINI PETS DA BARBIE,22.99,1
80,908629692,BULE 10 POLIDO,23.99,1
80,923523610,MINI GATA NA CASINHA,22.99,1
80,916441870,LACINHO COM TRANÇA,65.94,6
81,908091115,POTE PL 4 DIVISORIAS,23.39,1
81,936238178,COPO VERSALHES  B OURO,151.07999999999998,12
81,946794350,CADERNO 256 FOLHAS,32.49,1
81,958610372,PLACA ADS PVC 30*60CM,54.39,12
81,922973137,BRUMA FIXADORA,12.99,1
81,916136141,Lip Plump Gloss,12.99,1
81,921454246,KIT ESPJ DE DEDO P/ MAQ 7PCS,13.280000000000001,2
81,911126286,JG MEMORIA SPIDEY,58.879999999999995,2
81,942940814,CAIXA DE PRESENTE 29CM,21.99,1
81,914970053,PIRANHA DE CABELO,64.87,13
81,941389797,LEQUE,64.87,13
82,2722984,MASSINHA SOFT UTIGUTI,23.38,2
82,942712136,CARTEIRA FEMININA,63.98,2
82,916069490,LIP GLO BOBBI RARA,11.99,1
82,926769483,KIT NAVALHETE + 3 REFIS,30.71,9
82,916288658,ESCOVA C/ PÁ PLASTCO,12.33,2
82,926769452,KIT EXTRATORES DE CRAVOS 2PCS,54.35,10
82,920658577,BLUSH STICK 4G IAMO,151.05,15
82,941389717,UNHAS POSTIÇAS,21.98,2
82,907206385,MINI POTE COM 4 PÇS,58.1,10
83,947103720,VASO VIDRO P,9.99,1
83,924580040,PAR DE LUVAS G,9.99,1
83,907256418,TIGELA COM TAMPA,9.99,1
83,908629662,FORMA TUBO 22 POLIDO,63.96,4
83,907218980,CARRINHO DE BRINQUEDO,22.99,1
83,929265183,BOLSA TERMICA TOKOSHI,53.99,1
83,911935566,LIP OIL,63.96,4
83,938855735,PULSE LISE PL154C,21.5,1
83,946794190,NUTRY BANANA/MEL 24G,149.86,64
83,898740711,ARQUIVO FACIL - PRETO,11.98,2
83,911935598,LIP GLOSS S6689,9.99,1
83,907256418,TIGELA COM TAMPA,57.69,6
83,1999921,CONTOR  MARM RUBY ROSE,29.98,2
84,958551818,PULVERIZADOR PQ DEC 300ML B2,148.04,16
84,916288658,ESCOVA C/ PÁ PLASTCO,20.97,3
84,899665948,DADINHO STICK 19G,22.73,15
84,907206263,ELASTICO DE CABELO,9.98,2
84,942826199,STRASS,9.98,2
84,839764958,ESPELHO DE BOLSA,29.97,3
84,910807616,LIP GLOSS J318,57.55,5
84,942103390,MASC DORMIR GEL STITCH,10.99,1
84,921515244,CINTO MASCULINO,63.65,5
84,920241457,KIT ESPJ DE MAQUIAGEM 8PCS,52.71,9
84,917049122,LIP BALM/OIL GZ8010404,10.99,1
84,934572557,SACO DE PRESENTE,20.97,3
85,936157061,CILIOS NEW SHOW 9-14MM 30P,9.99,1
85,938855747,PULSE LISE PL001C,19.99,1
85,927396101,ESPONJA MAQUIAGEM,147.43,17
85,2281328,CAPA SOFA 2/3 LUG KING,55.99,1
85,941955454,TRIO CONT. BLUSH E ILUM,27.99,1
85,947791432,50L WARM 5M FIO VER,7.99,1
85,935697491,FESTAO VERDE,62.93,7
85,914970014,ARCO INFANTIL,62.93,7
85,906678881,TIGELA COM TAMPA,50.660000000000004,4
85,945082916,PORTA CRACHÁ,62.93,7
85,947859828,BOLA M,19.99,1
85,947695225,CHAVEIRO QUADRO DESENH,9.99,1
86,934840892,BRINCO LISE,17.5,1
86,920241587,MEIA MALUCA PERSONAGENS,9.49,1
86,994361,MASCARA CILIOS VOLUME,55.96,4
86,922057068,CADEADO 20MM - FENIX,5.99,1
86,3053717,POTE ENFEITE HALLOWEEN,5.99,1
86,923232922,PIN MAQUIAGEM LINDA,27.98,2
86,958551815,PULVERIZADOR DEC 580ML B2,9.49,1
86,929931268,CABO DE DADOS INOVA 1M,19.98,2
86,924078092,PULVERIZADOR FLOR 700ML,60.39,11
86,946968657,"TOALHA 70X1,40CM",50.37,3
86,3040589,BOLSA,145.54,6
87,920241447,ESPONJA CACAHUATE HB101843,27.57,8
87,927899568,"LAPISEIRA BOLD 0,7M",5.98,2
87,911126283,JG MEMORIA TURMA DA MONICA,53.98,2
87,23623114,OCULOS,19.79,1
87,957764262,BOLSA FEMININA J-019,59.99,1
87,938855773,TIARA LAÇO AZUL,19.79,1
87,908629695,FERVEDOR 16  POLIDO,19.79,1
87,924078092,PULVERIZADOR FLOR 700ML,16.47,3
87,951302730,DISPENSER TRAVA MAIS CRISTAL,144.26,4
87,10419811,CORRETIVO LIQ FENZZA,8.99,1
87,927899594,"LAPISEIRA BOLD 0,7M",5.98,2
87,105532CM,ALICATE PARA CUTICUL 722,49.99,1
87,947695214,CANECA CAFE 85ML,8.99,1
87,909223069,PROTETOR LABIAL STITCH,8.99,1
87,926769441,KIT MANICURE 5PCS,8.99,1
87,961867962,CHAVEIRO LABUBU,49.99,1
88,776867072,PERF STITCH 35ML PF4030,49.98,2
88,2723112,VELA ELITE CARVAO ATIV,144.09,11
88,921454334,TOUCA CETIM ESTAMPADA,7.64,1
88,920132873,CANECA 250 ML,15.99,1
88,920132895,CANECA 250 ML,15.99,1
88,10125035,BOLSA,26.99,1
88,920241477,PINCEL DE ESPONJA P/MAKEUP,52.42,8
88,911935640,KIT OCULOS E COLAR,59.97,3
88,908629698,FERVEDOR 14 POLIDO,59.97,3
88,908629671,FORMA TUBO 16 POLIDO,18.98,2
89,926769473,KIT MANICURE 5PCS,7.49,1
89,908629668,FORMA TUBO 18 POLIDO,59.95,5
89,918940212,BRONZER COMPACTO LOVELY,26.07,3
89,908091127,TIGELA PLAST. 15CM,51.86,14
89,908629698,FERVEDOR 14 POLIDO,17.99,1
89,936812732,BRINCO LISE,15.5,1
89,955640057,ESC LIMP GRELHAS MED,7.49,1
89,941389758,ANEL LISE FOLHEADO,15.5,1
89,898740711,ARQUIVO FACIL - PRETO,49.120000000000005,9
89,928486203,CABO RAPIDO T-C CB36-3,141.59,11
90,908091138,CANECA INFANTIL,14.97,3
90,942826199,STRASS,14.97,3
90,907206274,ELASTICO DE CABELO,14.97,3
90,946968521,XÍCARA,17.98,2
90,907256418,TIGELA COM TAMPA,59.94,6
90,939694600,ESCOVA STITCH S-0158,48.98,2
90,776867072,PERF STITCH 35ML PF4030,49.98,2
90,920241558,BLUSH COMP POPSTAR,25.98,2
90,918817552,PULSEIRA COM PINGENTE,59.94,6
90,926769559,MINI FRASCO PORTAT 5ML,140.71,29
90,923169665,FACA MESA CONTINENTAL,6.98,2
90,939694591,ESCOVA LABUBU S-0766,48.98,2
91,908629692,BULE 10 POLIDO,25.64,1
91,944571210,NUTRY AVELA C/CHO 22G,16.419999999999998,8
91,920241477,PINCEL DE ESPONJA P/MAKEUP,48.93,7
91,948570238,BRINCO LISE 2040P,14.5,1
91,908629692,BULE 10 POLIDO,139.6,5
91,1011492,UNHAS POSTICA KISS,48.95,5
91,918817568,PRESILHA DE FLOR C/ 2,59.900000000000006,10
91,954124713,BRINCO LISE 2039,14.5,1
91,920241447,ESPONJA CACAHUATE HB101843,5.98,2
92,918817603,ESCOVA DE CABELO,137.95,5
92,954703853,ESP LOVE PATCHES 80F,13.99,1
92,922209635,CHAVEIRO CAPIVARA BOIA,48.25,5
92,954703661,TUBIN LIMAO 48G MONTEVE,16.330000000000002,6
92,935697482,FITA ARAMA MERRY CHRIS,55.98,2
92,920241587,MEIA MALUCA PERSONAGENS,24.99,1
92,926840431,FONE DE OUVIDO TIPO-C,47.97,3
92,921454255,ESPONJA P/MAQUIAGEM,5.76,3
93,899557528,KIT MANICURE SET 7PCS,23.98,2
93,917049122,LIP BALM/OIL GZ8010404,47.96,4
93,921515254,LIP BALM STITCH,15.98,2
93,917048953,LIP GLOSS L1201,47.36,4
93,916168971,PRESILHAS LACO PÉROLAS,55.53,7
93,938829130,FESTAO 7CM LUXO,15.98,2
93,940014903,KIT COLAR + PULSEIRA,13.98,2
93,926769483,KIT NAVALHETE + 3 REFIS,5.68,2
93,958369116,"BOLSA TERMICA 19,99",135.92999999999998,7
94,926769473,KIT MANICURE 5PCS,23.97,3
94,958551815,PULVERIZADOR DEC 580ML B2,134.07,13
94,944571210,NUTRY AVELA C/CHO 22G,13.14,6
94,920241457,KIT ESPJ DE MAQUIAGEM 8PCS,5.49,1
94,942103355,MASCARA DORMIR STITCH,5.49,1
94,957125459,BOLSA DE VIAGEM,54.99,1
94,926840473,CARREGADOR TURBO100W,45.58,2
94,903338021,CHOCOLATE STICK,15.6,6
94,911935457,LACINHO E ÓCULOS,47.46,4
95,2007245,MASC CILIOS LUISANCE,15.29,1
95,914459708,SHINY LIP GLOSS,54.95,5
95,899557579,CILIOS POSTIÇOS BEAUTY,23.950000000000003,5
95,910807588,PERFUME PURPL MID 30ML,43.99,1
95,1010326,UNHAS POSTICA 24 Pc,4.99,1
95,907206385,MINI POTE COM 4 PÇS,4.99,1
95,953881565,FESTAO 9CM VDC/ESTRELA,132.8,20
95,947103904,BRINCO LISE 668A,13,1
95,184347,PISTA BRINQUE CARRINHO,47.199999999999996,5
96,920241504,ESPJ DE DEDO P/ MAQ.,22.88,12
96,907206299,ENFEITE CABELO SORVETE,54.89,11
96,926840635,BOLSA,40.94,1
96,920241513,KIT MINI ESPJ GOTA MAQ 5PCS,4.49,1
96,942826407,CANECA NATAL 360ML,131.92999999999998,7
96,953858177,KIT PINCEIS MAQUIAGEM,12.99,1
96,907206263,ELASTICO DE CABELO,47.14,11
96,916867824,CERVEJA SPATEN 330ML,15.18,2
97,926769463,TESOURA PONTA CURVA,3.99,1
97,936187032,"LAÇO PRESENTE P 0,99",12.87,13
97,911126298,ABC MEMORIA T. DA MONICA,46.99,1
97,945082931,CARTEIRA MASCULINA,53.97,3
97,935697452,BOLA LISA PEROLADA,53.97,3
97,943315048,BOLSA YIYPIANZ,39.99,1
97,1307769,MINI VENTILADOR USB,22.49,1
97,908629695,FERVEDOR 16  POLIDO,129.95,5
97,947859818,BOLA P,14.99,1
97,954703799,MONTAGEM LACO,14.99,1
98,908629671,FORMA TUBO 16 POLIDO,128.68,12
98,907206380,MINI POTE RET C/ 6 PÇS,45.55,5
98,909223069,PROTETOR LABIAL STITCH,39.96,4
98,899559322,KIT XUXINHA,53.73,27
98,934572577,SACO DE PRES 58x89,14.97,3
98,920241436,KIT PINCEL + ESCOVINHA 10PCS,21.96,4
98,940239579,BRINCO LISE 8262A,12,1
98,926769421,KIT P/ SOBRANCELHAS 2PCS,3.59,1
99,934572598,SACO DE PRES 88x120,11.98,2
99,908629659,BANHO MARIA 20 POLIDO,51.99,1
99,926769513,KIT ESCV FACIAL + CORT UNHA,39.95,5
99,899559280,PRENDEDOR  CORRENTE,11.98,2
99,946968493,XÍCARA DE CAFÉ 80ML,13.97,3
99,920241477,PINCEL DE ESPONJA P/MAKEUP,20.97,3
99,911982667,SUPER CAR POLICIA,128.66000000000003,4
99,911126259,BRINC DE ENGENHEIRO 120 PCS,44.49,1
100,926769441,KIT MANICURE 5PCS,43.96,4
100,935697506,PEND BONECO PELUCIA,51.96,4
100,926840500,MOUSE 1200DPI,128.29,11
100,921454178,KIT ESPJ MAQ FRUTAS 3P,43.96,4
100,942940792,CAIXA DE PRESENTE 21CM,37.96,4
100,908091127,TIGELA PLAST. 15CM,11.97,3
100,924078120,SABONETEIRA FLOR 550ML,11.97,3
100,907256449,CANECA 220ML,13.47,3
100,927637925,TOUCA LACE WIG CAP,20.03,7
100,916867769,CERVEJA PETRA 350ML,13.47,3
101,942399063,KIT 3 ESPONJAS,11.96,4
101,920241504,ESPJ DE DEDO P/ MAQ.,37.21,19
101,2098671,DELINEADOR CANET VIVAI,13.280000000000001,2
101,920241629,CARREG RAPIDO CA09-3,19.99,1
101,8164417180,BABY COGUMELO DIDATICO,49.99,1
101,910807588,PERFUME PURPL MID 30ML,127.57000000000001,3
101,917048961,LIP GLOSS L5632,43.16,4
101,56892371,BOLSA DE TECIDO,19.99,1
101,899557522,ESCOVA OVAL CECILIA,19.99,1
102,920602933,FAIXA DE CABELO,49.900000000000006,10
102,2350075,PÓ TRANSLUCIO PLAYBOY,12.99,1
102,852720923.,PRESILHA LACO COLOR DOURADO,19.96,4
102,2396001,LIXEIRA PEDAL 20LT,42.49,1
102,905753964,ESTOJO P/ ESC DENTE,10.98,2
102,911935446,ESCOVA LABUBU/STITCH,125.50999999999999,4
102,917049102,LIP GLOSS WB-251,35.97,3
102,943394006,PORTA COPO 8 LUG CROMA,12.99,1
103,2281249,CANETA PAPERMATE KILO,41.39,23
103,935697476,BOLA MISTA DR,47.99,1
103,936187037,"LAÇO PRESENTE M 1,49",10.43,7
103,899557494,BOLSA P LAVAR ROUPAS GR,19.47,3
103,937723715,"CANETA POMPOM STITCH 0,5MM",122.28999999999999,11
103,924078072,GARRAFA SQUEEZE 600ML,12.57,3
103,943315023,OCULOS E LACO INF,34.17,3
104,926840458,CARREGADOR S/FIO 20W,31.99,1
104,924580044,PAR DE LUVAS M,9.99,1
104,929265372,PRIMER FAC PH0160,39.98,2
104,947103730,VASO VIDRO M,11.99,1
104,920241513,KIT MINI ESPJ GOTA MAQ 5PCS,122.28,22
104,935697467,BOLA MIST FOSC,47.96,4
104,955237375,CONCHA,9.99,1
104,953858172,PINCEL DE MAQUIAGEM,9.99,1
104,911935513,ILUMIN BAKED POWDER,18.99,1
105,916441898,TORNOZELEIRA DOURADA,47.92,8
105,941389907,PORTA CRACHÁ,11.98,2
105,909223099,PROTETOR LABIAL SAFIRA,18.75,5
105,929931317,"MASCARA DESCARTAVEL 4,99",9.98,2
105,927396090,ESPONJA DE MAQUIAGEM,117.5,10
105,916288658,ESCOVA C/ PÁ PLASTCO,39.95,5
105,"504671,",BALDE FESTIVAL LAVANDERIA,31.48,2
106,936927151,MOCHILA FASHION FAFU,44.99,1
106,934572598,SACO DE PRES 88x120,10.78,2
106,953858239,POP MANIA FRAMBOESA,9.5,10
106,916069526,"DUO DE SOMBRAS LOVELY 6,8G",16.99,1
106,920241568,BLUSH COMPACTO POPSTAR,38.97,3
106,942940829,CAIXA DE PRESENTE 36CM,29.99,1
106,937723610,"CARTEIRA 38,99",116.97,3
107,911935571,LIP GLOSS L3908,43.96,4
107,908091127,TIGELA PLAST. 15CM,10.77,3
107,926629274,COLAR INFANTIL,8.99,1
107,946794190,NUTRY BANANA/MEL 24G,38.34,17
107,941389848,BOCAL PARA LAMPADA,10.77,3
107,918940207,PALETA SOMBRAS FIRST CHOICE,15.99,1
107,1999921,CONTOR  MARM RUBY ROSE,29.98,2
107,916867790,CHOCO FUN FENZZA,116.92,8
108,943394016,SUPORTE PAP HIG DP ROS,9.99,1
108,921454246,KIT ESPJ DE DEDO P/ MAQ 7PCS,15.98,2
108,926769513,KIT ESCV FACIAL + CORT UNHA,15.98,2
108,907206311,ESPELHO,41.97,3
108,942940792,CAIXA DE PRESENTE 21CM,9.99,1
108,908629665,FORMA TUBO 20 POLIDO,41.97,3
108,10101139,BALA RECH MORANGO,116.10000000000001,30
108,2024556,FAST CHARGE 3.1A,28.78,2
108,911935513,ILUMIN BAKED POWDER,37.98,2
108,924078107,PULVERIZADOR OVAL 550ML,8.98,2
108,907256418,TIGELA COM TAMPA,9.99,1
108,954703794,MONTAGEM LACO,9.99,1
109,928486173,"SACOLA DE PAPEL 12X36X8,5",15.18,2
109,911126271,QUEBRA-CBC PROG PATRULHA,36.89,1
109,911982670,SUPER CAR BOMBEIRO,28.34,1
109,2146831,BABY TRUCK  PEQUENO,9.49,1
109,916288658,ESCOVA C/ PÁ PLASTCO,41.94,6
109,908629659,BANHO MARIA 20 POLIDO,112.48,2
109,946794190,NUTRY BANANA/MEL 24G,8.76,4
110,942712008,GLOSS BOBBI RARA,8.99,1
110,920241558,BLUSH COMP POPSTAR,36.76,3
110,814230902,SACOLA PRES JK1435T-2,14.99,1
110,908354511,PALETA ILUMINADOR,14.99,1
110,953858213,POP MANIA LUCAS NETO,8.46,9
110,929265372,PRIMER FAC PH0160,109.94999999999999,5
110,916169010,KIT PRESILHA,41.93,7
110,2396243,LAPIS DELINEADOR,27.130000000000003,7
111,955640072,CORt PIZZA URBAN,109.91,9
111,954965802,UNHAS POSTIÇAS SS,7.99,1
111,2479103,LAPIS ESCOLAR,8.71,9
111,911935593,LIP GLOSS,34.769999999999996,3
111,914459715,LIP GLOSS 22228,34.769999999999996,3
111,908354608,CHICLETE BRICLETS 18G,26.82,19
111,916441808,COLAR INFANTIL,7.99,1
111,2396243,LAPIS DELINEADOR,7.99,1
111,953858167,KIT PINCÉIS 5 PEÇAS,7.99,1
111,938147884,SACOLA DE PRESENTE,7.99,1
111,920132680,RELOGIO DOLUCK  PRATA,39.98,2
111,921454371,KIT PINCEIS P/ MAQ 3PCS,14.98,2
112,908091061,ESMALTE IMPALA,26.560000000000002,4
112,908629671,FORMA TUBO 16 POLIDO,39.96,4
112,929931227,BALA 7 BELO UN,7.46,30
112,928181218,PINCEL P/UNHA ACRIGEL,108.8,10
112,899557574,CILIOS POSTIÇOS BEAUTY,14.47,3
112,943394016,SUPORTE PAP HIG DP ROS,39.96,4
112,946968629,BRUMA FIXADORA BANANA,8.09,1
112,907206397,TIGELA COM TAMPA,33.55,5
113,938829201,PIERCING UMBIGO,7.15,5
113,8164417180,BABY COGUMELO DIDATICO,107.98,2
113,911982673,COL S.TRUCK CAC VER,26.49,1
113,911126274,QUEBRA-CBC PATRULHA CANINA,31.94,1
113,918940232,PALE BLUSH 5G SARAH'S,13.99,1
113,907206380,MINI POTE RET C/ 6 PÇS,7.99,1
113,920241548,"BASE LIQ NATURAL BLEND 3,5ML",13.99,1
113,916441663,LIP GLOSS COFFEE LIPS,37.96,4
114,918817603,ESCOVA DE CABELO,30.49,1
114,955093817,PAPEL GUARDANAPO,26.259999999999998,14
114,923232954,KIT ESC PINCEL P/ SOBR 3PCS,13.98,2
114,918817542,BRACELETE PRATA,35.98,2
114,941389827,COPO 200ML,7.16,4
114,955640041,COPO BAMBU ECO,107.92,38
114,899793870,PIRANHA PARA CABELO,6.99,1
115,946794190,NUTRY BANANA/MEL 24G,13.940000000000001,6
115,14878252,CADEIRA INF PRINCESA,107.27000000000001,3
115,907206397,TIGELA COM TAMPA,6.49,1
115,916867796,CHAVEIRO STITCH,29.99,1
